id,created_at,incident_id,source,event,location,time,severity,incident_summary
469,2026-06-24T19:56:12.477976+00:00,289,Text,Other,"Wyoming Highway, United States",Sat Feb 01 05:11:45 +0000 2014,Medium,Unknown
468,2026-06-24T19:56:12.477976+00:00,288,Text,Other,"San Jose, Ca",Sat Feb 01 05:11:50 +0000 2014,Medium,Unknown
467,2026-06-24T19:56:12.477976+00:00,287,Text,Other,Anywhere USA,Sat Feb 01 05:13:33 +0000 2014,Medium,Unknown
466,2026-06-24T19:56:12.477976+00:00,286,Text,Assault / Violence,"Badger Guns suit, Windber, PA",Sat Feb 01 05:14:28 +0000 2014,Medium,Unknown
465,2026-06-24T19:56:12.477976+00:00,285,Text,Other,Ontario,Sat Feb 01 05:16:57 +0000 2014,Medium,Unknown
464,2026-06-24T19:56:12.477976+00:00,284,Text,Assault / Violence,Badger Guns suit,Sat Feb 01 05:17:58 +0000 2014,Medium,Unknown
463,2026-06-24T19:56:12.477976+00:00,283,Text,Other,"cry foul, Gurgaon",Sat Feb 01 05:18:59 +0000 2014,Medium,Unknown
462,2026-06-24T19:56:12.477976+00:00,282,Text,Other,Here But I'm Gone,Sat Feb 01 05:19:44 +0000 2014,Medium,Unknown
461,2026-06-24T19:56:12.477976+00:00,281,Text,Fire / Arson,"Richland, Michigan - Worldwide",Sat Feb 01 05:19:53 +0000 2014,Medium,Unknown
460,2026-06-24T19:56:12.477976+00:00,280,Text,Other,PERSON: Felicity Gamelin; DATE: Sat Feb 01 05:21:56 +0000 2014,Sat Feb 01 05:21:56 +0000 2014,Medium,Unknown
459,2026-06-24T19:56:12.477976+00:00,279,Text,Fire / Arson,"Richland, Worldwide",Sat Feb 01 05:22:38 +0000 2014,Medium,Unknown
458,2026-06-24T19:56:12.477976+00:00,278,Text,Assault / Violence,United Kingdom,Sat Feb 01 05:23:12 +0000 2014,Medium,Unknown
457,2026-06-24T19:56:12.477976+00:00,277,Text,Other,"Delhi, New Delhi / Sikkim",Sat Feb 01 05:25:12 +0000 2014,Medium,Unknown
456,2026-06-24T19:56:12.477976+00:00,276,Text,Assault / Violence,"a crime scene, Los Angeles Digital Journo",Sat Feb 01 05:25:49 +0000 2014,Medium,Unknown
455,2026-06-24T19:56:12.477976+00:00,275,Text,Other,Delhi,Sat Feb 01 05:28:23 +0000 2014,Medium,Unknown
454,2026-06-24T19:56:12.477976+00:00,274,Text,Other,UK,Sat Feb 01 05:30:42 +0000 2014,Medium,Unknown
453,2026-06-24T19:56:12.477976+00:00,273,Text,Other,"The Shoals, Alabama",Sat Feb 01 05:31:05 +0000 2014,Medium,Unknown
452,2026-06-24T19:56:12.477976+00:00,272,Text,Other,McDonald's Happy Meals,Sat Feb 01 05:31:32 +0000 2014,Medium,Unknown
451,2026-06-24T19:56:12.477976+00:00,271,Text,Other,"Delhi, somewhere in INDIA or BHARAT",Sat Feb 01 05:32:45 +0000 2014,Medium,Unknown
450,2026-06-24T19:56:12.477976+00:00,270,Text,Other,"it, On the road with Rick",Sat Feb 01 05:35:23 +0000 2014,Medium,Unknown
449,2026-06-24T19:56:12.477976+00:00,269,Text,Other,"Hertfordshire, England, UK",Sat Feb 01 05:35:35 +0000 2014,Medium,Unknown
448,2026-06-24T19:56:12.477976+00:00,268,Text,Other,Ramsay Street,Sat Feb 01 05:36:44 +0000 2014,Medium,Unknown
447,2026-06-24T19:56:12.477976+00:00,267,Text,Other,"be traipsed over multiple times, Denver, CO",Sat Feb 01 05:37:20 +0000 2014,Medium,Unknown
446,2026-06-24T19:56:12.477976+00:00,266,Text,Other,"Delhi NCR, India + California",Sat Feb 01 05:38:35 +0000 2014,Medium,Unknown
445,2026-06-24T19:56:12.477976+00:00,265,Text,Other,"Ridgeland, Mississippi",Sat Feb 01 05:40:22 +0000 2014,Medium,Unknown
444,2026-06-24T19:56:12.477976+00:00,264,Text,Other,PERSON: -; ORGANIZATION: McLean High School; DATE: Sat Feb 01 05:41:23 +0000 2014,Sat Feb 01 05:41:23 +0000 2014,Medium,Unknown
443,2026-06-24T19:56:12.477976+00:00,263,Text,Other,"California, Estados Unidos",Sat Feb 01 05:41:23 +0000 2014,Medium,Unknown
442,2026-06-24T19:56:12.477976+00:00,262,Text,Other,All Round The World,Sat Feb 01 05:41:23 +0000 2014,Medium,Unknown
441,2026-06-24T19:56:12.477976+00:00,261,Text,Other,"Nairobi , Kenya",Sat Feb 01 05:41:23 +0000 2014,Medium,Unknown
440,2026-06-24T19:56:12.477976+00:00,260,Text,Other,PERSON: Avissena; ORGANIZATION: McLean High School; DATE: Sat Feb 01 05:41:23 +0000 2014,Sat Feb 01 05:41:23 +0000 2014,Medium,Unknown
439,2026-06-24T19:56:12.477976+00:00,259,Text,Other,PERSON: -; ORGANIZATION: McLean High School; DATE: Sat Feb 01 05:41:26 +0000 2014,Sat Feb 01 05:41:26 +0000 2014,Medium,Unknown
438,2026-06-24T19:56:12.477976+00:00,258,Text,Other,PERSON: -; ORGANIZATION: McLean High School; DATE: Sat Feb 01 05:41:33 +0000 2014,Sat Feb 01 05:41:33 +0000 2014,Medium,Unknown
437,2026-06-24T19:56:12.477976+00:00,257,Text,Other,"local, @GoodGirlBackUp",Sat Feb 01 05:46:18 +0000 2014,Medium,Unknown
436,2026-06-24T19:56:12.477976+00:00,256,Text,Other,Mountains of Madness,Sat Feb 01 05:48:25 +0000 2014,Medium,Unknown
435,2026-06-24T19:56:12.477976+00:00,255,Text,Other,Seoul / Oakland,Sat Feb 01 05:50:33 +0000 2014,Medium,Unknown
434,2026-06-24T19:56:12.477976+00:00,254,Text,Other,"Leeds, UK",Sat Feb 01 05:51:37 +0000 2014,Medium,Unknown
433,2026-06-24T19:56:12.477976+00:00,253,Text,Other,Delhi,Sat Feb 01 05:52:48 +0000 2014,Medium,Unknown
432,2026-06-24T19:56:12.477976+00:00,252,Text,Other,"Springfield, MO",Sat Feb 01 05:53:04 +0000 2014,Medium,Unknown
431,2026-06-24T19:56:12.477976+00:00,251,Text,Other,"Springfield, Springfield, MO",Sat Feb 01 05:53:06 +0000 2014,Medium,Unknown
430,2026-06-24T19:56:12.477976+00:00,250,Text,Assault / Violence,"Pontchartrain Park, New Orleans, Louisiana",Sat Feb 01 05:54:51 +0000 2014,Medium,Unknown
429,2026-06-24T19:56:12.477976+00:00,249,Text,Other,"alleged child porn bust, Hopkinsville, Ky",Sat Feb 01 05:57:29 +0000 2014,Medium,Unknown
428,2026-06-24T19:56:12.477976+00:00,248,Text,Other,PERSON: *; DATE: Sat Feb 01 05:57:38 +0000 2014,Sat Feb 01 05:57:38 +0000 2014,Medium,Unknown
427,2026-06-24T19:56:12.477976+00:00,247,Text,Other,PERSON: Janie Peveto Johnson; ORGANIZATION: Police; DATE: Sat Feb 01 05:57:43 +0000 2014,Sat Feb 01 05:57:43 +0000 2014,Medium,Unknown
426,2026-06-24T19:56:12.477976+00:00,246,Text,Assault / Violence,"Pontchartrain Park, Gentilly neighborhood Saturday, United States of America","Jan. 31, Sat Feb 01 06:00:01 +0000 2014",Medium,Unknown
425,2026-06-24T19:56:12.477976+00:00,245,Text,Other,"14.8, Ventura, CA",Sat Feb 01 06:03:23 +0000 2014,Medium,Unknown
424,2026-06-24T19:56:12.477976+00:00,244,Text,Assault / Violence,"Hopkinsville, Ky",Sat Feb 01 06:03:28 +0000 2014,Medium,Unknown
423,2026-06-24T19:56:12.477976+00:00,243,Text,Assault / Violence,"Pontchartrain Park, New Orleans, LA",Sat Feb 01 06:06:04 +0000 2014,Medium,Unknown
422,2026-06-24T19:56:12.477976+00:00,242,Text,Assault / Violence,"Pontchartrain Park, HollyGrove-New Orleans",Sat Feb 01 06:07:09 +0000 2014,Medium,Unknown
421,2026-06-24T19:56:12.477976+00:00,241,Text,Assault / Violence,Pontchartrain Park,Sat Feb 01 06:07:42 +0000 2014,Medium,Unknown
